hotel,is_canceled,lead_time,stays_in_week_nights,adults,children,babies,meal,deposit_type,agent,company
City Hotel,1,321,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,321,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,321,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,321,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,321,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,321,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,321,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,321,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,321,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,321,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,321,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,321,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,321,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,321,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,321,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,328,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,328,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,328,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,328,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,328,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,328,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,328,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,328,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,328,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,328,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,328,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,328,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,328,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,328,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,328,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,328,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,328,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,328,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,328,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,328,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,335,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,335,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,335,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,335,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,335,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,335,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,335,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,335,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,335,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,335,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,335,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,335,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,335,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,335,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,335,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,335,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,335,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,335,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,335,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,335,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,342,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,342,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,342,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,342,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,342,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,342,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,342,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,342,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,342,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,342,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,342,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,342,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,342,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,342,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,342,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,342,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,342,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,342,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,342,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,342,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,349,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,349,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,349,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,349,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,349,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,349,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,349,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,349,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,349,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,349,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,349,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,349,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,349,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,349,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,349,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,349,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,349,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,349,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,349,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,349,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,356,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,356,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,356,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,356,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,356,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,356,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,356,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,356,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,356,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,356,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,356,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,356,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,356,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,356,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,356,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,356,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,356,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,356,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,356,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,356,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,363,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,363,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,363,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,363,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,363,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,363,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,363,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,363,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,363,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,363,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,363,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,363,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,363,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,363,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,363,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,363,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,363,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,363,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,363,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,363,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,278,2,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,278,2,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,278,2,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,278,2,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,278,2,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,278,2,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,278,2,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,278,2,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,278,2,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,278,2,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,278,2,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,278,2,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,278,2,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,278,2,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,278,2,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,278,2,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,278,2,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,278,2,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,278,2,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,278,2,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,377,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,377,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,377,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,377,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,377,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,377,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,377,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,377,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,377,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,377,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,377,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,377,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,377,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,377,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,377,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,377,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,377,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,377,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,377,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,377,2,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,267,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,267,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,267,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,267,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,267,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,267,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,267,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,267,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,267,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,267,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,281,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,281,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,281,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,281,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,281,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,281,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,281,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,281,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,281,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,281,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,295,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,295,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,295,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,295,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,295,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,295,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,295,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,295,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,295,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,295,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,309,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,309,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,309,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,309,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,309,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,309,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,309,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,309,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,309,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,309,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,330,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,330,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,330,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,330,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,330,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,330,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,330,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,330,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,330,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,330,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,351,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,351,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,351,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,351,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,351,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,351,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,351,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,351,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,351,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,351,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,262,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,262,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,262,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,262,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,262,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,262,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,262,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,262,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,262,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,262,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,262,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,262,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,262,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,262,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,262,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,262,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,262,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,262,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,262,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,262,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,269,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,269,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,269,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,269,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,269,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,269,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,269,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,269,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,269,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,269,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,269,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,269,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,269,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,269,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,269,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,269,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,269,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,269,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,269,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,269,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,276,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,276,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,276,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,276,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,276,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,276,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,276,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,276,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,276,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,276,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,276,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,276,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,276,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,276,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,276,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,276,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,276,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,276,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,276,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,276,1,2,0,0,BB,No Deposit,1,NULL
City Hotel,1,283,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,283,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,283,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,283,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,283,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,283,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,283,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,283,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,283,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,283,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,283,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,283,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,283,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,283,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,283,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,283,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,283,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,283,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,283,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,283,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,290,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,290,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,290,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,290,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,290,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,290,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,290,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,290,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,290,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,290,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,290,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,290,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,290,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,290,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,290,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,290,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,290,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,290,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,290,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,290,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,297,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,297,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,297,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,297,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,297,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,297,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,297,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,297,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,297,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,297,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,297,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,297,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,297,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,297,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,297,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,297,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,297,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,297,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,297,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,297,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,304,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,304,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,304,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,304,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,304,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,304,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,304,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,304,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,304,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,304,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,304,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,304,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,304,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,304,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,304,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,304,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,304,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,304,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,304,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,304,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,311,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,311,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,311,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,311,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,311,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,311,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,311,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,311,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,311,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,311,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,311,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,311,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,311,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,311,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,311,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,311,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,311,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,311,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,311,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,311,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,318,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,318,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,318,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,318,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,318,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,318,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,318,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,318,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,318,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,318,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,318,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,318,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,318,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,318,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,318,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,318,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,318,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,318,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,318,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,318,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,325,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,325,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,325,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,325,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,325,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,325,1,2,0,0,BB,Non Refund,1,NULL
City Hotel,1,325,1,2,0,0,BB,Non Refund,1,NULL
